Name,URL,Add.,Phone,Mobile,Email,Website,Contact Person,Purpose,Aims/Objectives/Mission,Error,Match_Status,Match_Confidence,Match_Evidence,AI_Verdict,AI_Reason
"Sulabh International Institute of Technical Research & Training, New Delhi",https://ngosindia.org/delhi-ngos/sulabh-international-institute-of-technical-research-training-new-delhi/,"D-268, Defence Colony New Delhi Pin: 110024 Delhi","? 91-11-24631804, 91-11-24693727",,sulabh1@nde.vsnl.net.in,,"? K. N. Gupta Purpose 😕 Environment, Human Rights, Sanitation, Sustainable Development, Water. Aims/Objectives/Mission 😕 The organisation was established with an aim to provide technical support to its parental organisation SISSO. The institute is engaged in the development of sustainable technologies, demonstration and dissemination, training and consultancy in the field of low-cost sanitation, waste water treatment, solid waste management, environment and pollution study, etc.",,,,no_website,,,,
"Sulabh International Museum of Toilets, New Delhi",https://ngosindia.org/delhi-ngos/sulabh-international-museum-of-toilets-new-delhi/,"Sulabh Bhawan, Mahavir Enclave New Delhi Pin: 110045 Delhi","? 91-11-25032353, 91-11-25034014",,sulabh@ndb.vsnl.net.in,? http://www.sulabhtoiletmuseum.org,"? Raj Mulkh Purpose 😕 Sanitation Aims/Objectives/Mission 😕 SIMOT provides information on the evolution of the toilets including the equipment used in improving the products to the researchers, students, policy makers, manufacturers and sanitation experts. It conducts surveys and brings to light the efforts made by the people in the past to promote sanitation.",,,,unreachable,,InvalidURL,,
"Sulabh International Social Service Organisation, New Delhi",https://ngosindia.org/delhi-ngos/sulabh-international-social-service-organisation-new-delhi/,"Sulabh Bhawan, Mahavir Enclave New Delhi Pin: 110045 Delhi","? 91-11-25553823, 91-11-25556445",,sulabh2@nde.vsnl.net.in,,"? Bindeshwar Pathak Purpose 😕 Environment, Health, Human Rights, Sanitation, Water Aims/Objectives/Mission 😕 Sulabh’s thrust is on improving the environmental sanitation, health and quality of life of scavengers by eradicating unhealthy and sub-human practice of manual handling of excreta; rehabilitates them and their wards in other profit earning occupations after training.",,,,no_website,,,,
"Suman Sanskriti Kala Manch, New Delhi",https://ngosindia.org/delhi-ngos/suman-sanskriti-kala-manch-new-delhi/,"99 B, J. Extension, Street 2, Laxmi Nagar New Delhi Pin: 110092 Delhi",91-11-29984146,91-92121 49144,sskm_delhi@socialworker.net,,Sanju Kumar,Organise events to spread awareness about several social issues.,Spread awareness about health and social issues.,,no_website,,,,
"SUN – Sonkar Union of Nation, New Delhi",https://ngosindia.org/delhi-ngos/sun-sonkar-union-of-nation-new-delhi/,"10405, Manak Pura New Delhi Pin: 110005 Delhi",,91-98118 89828,vikas_sonkar2003@yahoo.com,,Rajeev Sonkar,To unit sonkar community and support in term of education and other problems.,"Our community people are uneducated and poor and speard like open rice bucket. So we want to unit people, who reach already at certain level and build a fort to Support to whom, she still asking for help ll over India. First we will focus at Delhi and then the rest parts.",,no_website,,,,
Sun Bro Siksha Samiti,https://ngosindia.org/delhi-ngos/sun-bro-siksha-samiti/,New Delhi New Delhi Pin: 110096 Delhi,,91-99992 44538,nitinsaini_042@yahoo.com,,Nitin Saini,Education,We want India will have all educated people specially girl because if girl is educated it will be automatically India will educated.,,no_website,,,,
"Sun Shine Health & Welfare Society, New Delhi",https://ngosindia.org/delhi-ngos/sun-shine-health-welfare-society-new-delhi/,"163, Phase 3, Madanpur Khadar New Delhi Pin: 110076 Delhi",91-11-29946271,91-98116 8982,sunshine ngo@gmail.com,,Dr.Abdul Ghaffar,Seeking fund for our nonprofit ngo.,To provide better health to poorer people and educate the children who are not able to visit schools.,,no_website,,,,
"Sunaina Vocational Training Sansthan, New Delhi",https://ngosindia.org/delhi-ngos/sunaina-vocational-training-sansthan-new-delhi/,"7/130, A Trilok Puri, 23/10, Trilokpuri New Delhi Pin: 110091 Delhi",91-11-22773197,91-98112 52780,svts_regd@yahoo.com,,Sunaina,Awareness & improvement.,"Education, health, women empowerment, civil issues, development, rural development, disability, right to credit purpose of our ngo.",,no_website,,,,
"Super Vision Social Organisation, New Delhi",https://ngosindia.org/delhi-ngos/super-vision-social-organisation-new-delhi/,"Rati Ram Market, Meethapur Badarpur New Delhi Pin: 110044 Delhi",,91-99115 94195,supervision.socialorg@yahoo.com,http://www.svsoindia.org,Vinod Kumar,,To provide education at affordable fee and make them self independent.,,unreachable,,ConnectionError,,
"Support India Foundation, North West Delhi",https://ngosindia.org/delhi-ngos/support-india-foundation-north-west-delhi/,,,98719 18233,somnath_sarrkar@yahoo.co.in,www.supportindiafoundation.in,Somnath Sarkar,"Climate Change, Community Development, Education, Environment, Plantation. Aim/Objective/Mission : Help people help nation vision all round development of under priviledged children, better living & green country.",,,unreachable,,ConnectionError,,
"Support Society, New Delhi",https://ngosindia.org/delhi-ngos/support-society-new-delhi/,"807/22, Zakir Nagar, Okhla New Delhi Pin: 110025 Delhi",,91-98115 14657,supportsociety@gmail.com,? http://www.supportsociety.org,? Dr. Siddiqui,"Aims/Objectives/Mission 😕 To serve the society health, education.",,,unreachable,,InvalidURL,,
"SUPRABHAT – Ek Naya Savera Society, New Delhi",https://ngosindia.org/delhi-ngos/suprabhat-ek-naya-savera-society-new-delhi/,"7, Kirti Appartments New Delhi Pin: 110092 Delhi",,91-99719 66237,suprabhat.del@gmail.com,,Shradha Pant,To interact and establish a network of dedicated organisations.,"Suprabhat- Ek Naya Savera Society registered under society act 1861 is an initiative of a group of enthusiastic youngsters, committed for bringing social change and bring an improvement in the lives of masses. In the short span since its establishment suprabhat has been able to touch the pulse of people around and focus on certain activities to make a healthier social structure. We are looking for opportunities for bridging the gap of information availability to all. The members have capacity to develop and establish an ideal medium for participatory communication providing accurate and quality information.",,no_website,,,,
"Surabhi Social Welfare Society, New Delhi",https://ngosindia.org/delhi-ngos/surabhi-social-welfare-society-new-delhi/,"D 188, Nawada Housing Complex New Delhi Pin: 110059 Delhi",91-11-30296227,91-98183 78749,surabhisocialwelfaresociety@gmail.com,,Rajiv Thakur,,"Surabhi Social Welfare Society is a non – profit voluntary organisation registered with registrar of society, delhi on 2nd march, 2007. Our society working in the field of education of slum children and poor children, sanitation, women and child welfare, health awareness like hiv / aids. Looking forward guidelines, work and funds for above mentioned social work.",,no_website,,,,
"Surajya Sewa Nyas, New Delhi",https://ngosindia.org/delhi-ngos/surajya-sewa-nyas-new-delhi/,"A/84, Pandav Nagar Delhi Pin: 110092 Delhi",91-11-64713030,,samkaalpatrika@gmail.com,,R Ravi,Social work,"Suraksha Foundation is a conglomerate of IITians, JNUites and many other socially awakened individuals who have a vision for the society. It is said, Perfection is an assemblage of least possible mistakes.? At present Suraksha Foundation is actively engaged in mainstreaming the Tsunami Affected People (TAP) with an emphatic approach. Suraksha Foundation expert team consists of environmentalists, doctors, politicians, lawyers, engineers, child specialists, social activists, sociologists, psychologists, scientists, academicians, planners and dedicated volunteers from various walks of life.",,no_website,,,,
"Suraksha Foundation, Delhi",https://ngosindia.org/delhi-ngos/suraksha-foundation-delhi/,"A/84, Pandav Nagar Delhi Pin: 110092 Delhi",91-11-64713030,,samkaalpatrika@gmail.com,,R Ravi,Social work,"Suraksha Foundation is a conglomerate of IITians, JNUites and many other socially awakened individuals who have a vision for the society. It is said, Perfection is an assemblage of least possible mistakes.? At present Suraksha Foundation is actively engaged in mainstreaming the Tsunami Affected People (TAP) with an emphatic approach. Suraksha Foundation expert team consists of environmentalists, doctors, politicians, lawyers, engineers, child specialists, social activists, sociologists, psychologists, scientists, academicians, planners and dedicated volunteers from various walks of life.",,no_website,,,,
"SURAKSHIT, New Delhi",https://ngosindia.org/delhi-ngos/surakshit-new-delhi/,"Apna Niwas, 125, Dwarka New Delhi Pin: 110075 Delhi",91-11-25087817,91-98102 24152,surakshit_surakshit@yahoo.com,,Dr. Jessy George,Community development.,Community development and livelihood.,,no_website,,,,
"Surya Welfare Foundation, New Delhi",https://ngosindia.org/delhi-ngos/surya-welfare-foundation-new-delhi/,"17-B/27, Deshbandu Gupta Road, Dev Nagar, Karol Bagh New Delhi Pin: 110005 Delhi",91-11-25727030,91-98991 11195,pcsabharwal2323@yahoo.co.in,,"Dr.P.C. Sabharwal, Sangeet","Agriculture, rural development, trainings.","Socio-economic upliftment of poor, especially in rural areas, enhancement in income of farmers and providing vocational trainings to the poor people.",,no_website,,,,
"Sustaianbel Development Organization, New Delhi",https://ngosindia.org/delhi-ngos/sustaianbel-development-organization-new-delhi/,,,99714 17100,sdo.society@gmail.com,,Farid Hussain,"Education, Energy, Environment, Food and Nutrition, General – Social Welfare, Health, Human Rights, Minorities, Natural Resource Management, Plantation, Pollution, Social Awareness, Sustainable Development, Waste Management. Aim/Objective/Mission : Sdo aims to make awareness about education, health, environment in the society for sustainable development.",,,no_website,,,,
"Sutra Foundation, Delhi",https://ngosindia.org/delhi-ngos/sutra-foundation-delhi/,"207, Suchet Chambers Delhi Pin: 110005 Delhi",91-11-28752857,,chetan.gupta@rgdestinations.com,http://www.sutrafoundation.org,Chetan Gupta,Help towards education of poor.,"Aim to be gather money to utilise in the resourses to educate poor specially girl child, blinds and handicapped.",,likely_match,100.0,Sutra Foundation – Donate – To Give What is Due,,
"Swaasth Sewa Maitry Charitable Trust, Delhi",https://ngosindia.org/delhi-ngos/swaasth-sewa-maitry-charitable-trust-delhi/,"I-79, Ashok Vihar, Phase-I New Delhi Pin: 110085 Delhi","91-11-25132386, 91-11-27517074",,infossmtrust.org,http://www.ssmtrust.com,"Er. Gs. Barar, Panchanan Bisoi","For the upliftment of rural poor through, health, development of Biogas, education etc.","SSM charitable trust registered under trust act for the development of rural poor through education, health, vocational trainingand self sufficent in energy sector by encourging use of biogas.",,parked_domain,0,parked-domain phrase matched: 'this domain is for sale',,
